iter	Logloss
0	0.6522175598
1	0.6134618632
2	0.5768277995
3	0.5422413127
4	0.5127162679
5	0.4817453003
6	0.4525786336
7	0.4250899251
8	0.3991905721
9	0.3748796844
10	0.3520285543
11	0.3305292257
12	0.3103378296
13	0.2914026388
14	0.2736882019
15	0.2570518494
16	0.2414624532
17	0.2268830872
18	0.2131843821
19	0.2004029719
20	0.188420194
21	0.1771842829
22	0.1666945394
23	0.1568755595
24	0.1476401265
25	0.1389931997
26	0.1309002177
27	0.1233440145
28	0.1162711461
29	0.1096414185
30	0.1034114329
31	0.09757741292
32	0.09212607702
33	0.08701867421
34	0.08220953623
35	0.07771759033
36	0.07348775864
37	0.0695133845
38	0.06578666687
39	0.06230289459
40	0.0590170606
41	0.05593527476
42	0.05305041313
43	0.05032322566
44	0.04776662191
45	0.04535815239
46	0.04307943026
47	0.0409534963
48	0.03894854228
49	0.03704396248
50	0.03524742126
51	0.03356191635
52	0.03197738647
53	0.03047643661
54	0.02906414986
55	0.02773007075
56	0.02645836512
57	0.02525379817
58	0.024120121
59	0.02304306666
60	0.0220272239
61	0.02107248306
62	0.02015835444
63	0.01930102507
64	0.01848393122
65	0.01770505905
66	0.01697180271
67	0.01627312501
68	0.01560577234
69	0.01498154958
70	0.01438763777
71	0.01382095973
72	0.01328021924
73	0.01277353525
74	0.01228268782
75	0.01181717714
76	0.01136984825
77	0.0109443903
78	0.01054905097
79	0.01016326904
80	0.009796581268
81	0.009447182814
82	0.009111871719
83	0.00879403909
84	0.00848991394
85	0.008201435407
86	0.007917000453
87	0.00765721639
88	0.007400409381
89	0.007162431081
90	0.006926811536
91	0.00670156161
92	0.006493081252
93	0.006287887891
94	0.006090859572
95	0.005906699896
96	0.005726230542
97	0.005551782449
98	0.005388878187
99	0.005228913625
100	0.005074501832
101	0.004928093751
102	0.004789129098
103	0.004651515881
104	0.004526743094
105	0.00439814806
106	0.00428078572
107	0.004165670474
108	0.004050866763
109	0.003948097229
110	0.003841024637
111	0.003740811348
112	0.00364723285
113	0.003554857572
114	0.003468068441
115	0.003383105199
116	0.003298114141
117	0.003218829632
118	0.003141786456
119	0.003064795732
120	0.002994250456
121	0.002923981746
122	0.002855139176
123	0.002791857719
124	0.002728902102
125	0.002666994333
126	0.002611053785
127	0.002555932601
128	0.002495232821
129	0.002445100546
130	0.002391099532
131	0.002342829704
132	0.002295541962
133	0.002248137991
134	0.002200823625
135	0.002153868477
136	0.002113131682
137	0.002067641815
138	0.00202836593
139	0.001988931894
140	0.001953511635
141	0.001914767822
142	0.001876134276
143	0.001843289932
144	0.0018102777
145	0.00177814881
146	0.001746182044
147	0.00171491305
148	0.001683161656
149	0.001651596626
150	0.001626058221
151	0.001595983108
152	0.001570253074
153	0.001545670629
154	0.001519820591
155	0.001489728093
156	0.001465250452
157	0.001440811853
158	0.001421805223
159	0.001398550073
160	0.001375026902
161	0.001356960535
162	0.001333439151
163	0.001310885946
164	0.001293443342
165	0.001276171108
166	0.00125338316
167	0.001236363649
168	0.001219618917
169	0.001202741762
170	0.001186549962
171	0.001169771552
172	0.001153185566
173	0.001136937936
174	0.001121088068
175	0.001104709804
176	0.001088838081
177	0.001078311006
178	0.001062842409
179	0.001047171752
180	0.001037131647
181	0.001021999617
182	0.001006709834
183	0.0009966856241
184	0.0009816125035
185	0.0009716240565
186	0.0009568291903
187	0.0009470232328
188	0.000937384367
189	0.0009228539467
190	0.0009134183327
191	0.0009039950371
192	0.0008945793907
193	0.0008803451061
194	0.0008712953329
195	0.0008620820443
196	0.0008534724514
197	0.0008442828059
198	0.0008352668087
199	0.0008265815179
200	0.0008126483858
201	0.0008042453726
202	0.0007955884933
203	0.0007871148984
204	0.0007788955172
205	0.0007756912708
206	0.0007674792409
207	0.0007592714826
208	0.0007510102789
209	0.0007424247265
210	0.0007345656554
211	0.0007263222833
212	0.0007182616492
213	0.000715349714
214	0.0007076829672
215	0.0006996430457
216	0.0006918165088
217	0.0006892298659
218	0.0006812093159
219	0.0006733727455
220	0.0006655395031
221	0.0006631743908
222	0.0006555410226
223	0.0006479647756
224	0.00064543431
225	0.0006381478409
226	0.0006305254499
227	0.0006281810006
228	0.0006205728153
229	0.0006129721304
230	0.0006108783185
231	0.0006034610669
232	0.0006013147036
233	0.0005939109127
234	0.000591878891
235	0.0005848008394
236	0.0005775820712
237	0.0005753098925
238	0.0005680983265
239	0.0005660068989
240	0.0005588083466
241	0.0005569016933
242	0.0005497172475
243	0.0005480663975
244	0.000540891091
245	0.0005391661326
246	0.0005374444524
247	0.0005303754409
248	0.0005285527309
249	0.0005217440923
250	0.0005200445652
251	0.0005132962267
252	0.0005115237832
253	0.0005098433296
254	0.0005028938254
255	0.0005013956626
256	0.0004945733647
257	0.0004930792749
258	0.0004915905992
259	0.0004849443336
260	0.0004833422105
261	0.0004766660929
262	0.0004754260679
263	0.000474067529
264	0.0004673420389
265	0.0004658826689
266	0.0004645981888
267	0.0004578808943
268	0.0004564438264
269	0.0004551722606
270	0.0004485316575
271	0.0004471051693
272	0.0004459048311
273	0.0004445514083
274	0.00043822517
275	0.0004370457927
276	0.0004356323183
277	0.0004292970896
278	0.0004279012481
279	0.0004267039895
280	0.0004256477952
281	0.0004192132751
282	0.0004178868731
283	0.0004170088967
284	0.000410417666
285	0.0004092129568
286	0.0004083408664
287	0.0004071417451
288	0.0004008335869
289	0.0003996302187
290	0.0003986001015
291	0.000397242854
292	0.0003911881646
293	0.0003899985552
294	0.000388986965
295	0.0003880145152
296	0.0003868422409
297	0.000380571112
298	0.000379734238
299	0.0003785655896
300	0.0003775648028
301	0.0003713002304
302	0.0003705540796
303	0.0003694026421
304	0.0003685750564
305	0.000367641151
306	0.000361419494
307	0.0003606628627
308	0.000359526674
309	0.0003587551912
310	0.000357807378
311	0.0003515674919
312	0.0003508385022
313	0.0003500663737
314	0.0003492716451
315	0.0003483136495
316	0.0003472041587
317	0.0003413120906
318	0.0003402046859
319	0.0003394193947
320	0.0003384931882
321	0.0003378820916
322	0.0003369774918
323	0.000330790629
324	0.0003300569703
325	0.000329301854
326	0.0003285913666
327	0.0003280342122
328	0.0003271612525
329	0.0003211472929
330	0.0003204051157
331	0.0003196703891
332	0.0003189327816
333	0.0003180336952
334	0.0003173221896
335	0.0003165933738
336	0.0003106004496
337	0.0003100595375
338	0.0003091779351
339	0.0003086254497
340	0.0003079559902
341	0.0003070982049
342	0.0003065513074
343	0.000300615405
344	0.0003000669678
345	0.0002992104491
346	0.0002988438805
347	0.0002979712188
348	0.0002972670396
349	0.0002965673059
350	0.000296245863
351	0.0002901126196
352	0.0002896120399
353	0.000288778916
354	0.0002882556121
355	0.0002875672777
356	0.0002870863676
357	0.0002864151696
358	0.0002858971804
359	0.0002852127949
360	0.0002792808414
361	0.0002787927041
362	0.0002781456709
363	0.0002775119245
364	0.00027716736
365	0.0002763687571
366	0.0002760270238
367	0.0002753625313
368	0.0002747122447
369	0.0002689392865
370	0.0002684800327
371	0.0002679804961
372	0.0002673216164
373	0.0002666642268
374	0.0002661986649
375	0.0002657087147
376	0.0002652258674
377	0.0002645706634
378	0.0002640843888
379	0.0002583340804
380	0.0002576866746
381	0.0002572095891
382	0.0002565887074
383	0.0002562741935
384	0.0002554712941
385	0.0002550003429
386	0.000254537488
387	0.0002542524536
388	0.0002536188563
389	0.0002530176441
390	0.0002527169387
391	0.000246812428
392	0.0002463492254
393	0.0002457217375
394	0.000245456025
395	0.000244863232
396	0.0002445739508
397	0.0002439565212
398	0.000243665427
399	0.0002430441727
400	0.0002425900102
401	0.0002421613286
402	0.0002417277545
403	0.0002360067517
404	0.0002355650067
405	0.0002351215978
406	0.000234510079
407	0.0002342379093
408	0.0002336281786
409	0.0002331881473
410	0.0002329139908
411	0.0002323122819
412	0.0002320450793
413	0.0002316059172
414	0.0002311769128
415	0.000230589807
416	0.0002301575243
417	0.0002246325463
418	0.0002242324005
419	0.0002238039424
420	0.0002233763536
421	0.000222953707
422	0.0002225268881
423	0.0002221245567
424	0.000221700867
425	0.0002212902158
426	0.0002208731572
427	0.0002206210792
428	0.0002200398842
429	0.0002197904388
430	0.0002193858226
431	0.0002189783255
432	0.0002133067946
433	0.0002130565792
434	0.0002126587431
435	0.0002122502029
436	0.000211841315
437	0.0002114455402
438	0.0002112283558
439	0.0002106596033
440	0.0002104154974
441	0.0002101812015
442	0.0002096185585
443	0.0002092165997
444	0.0002089849611
445	0.000208589385
446	0.0002082100759
447	0.0002080005904
448	0.0002074439079
449	0.0002072122941
450	0.0002068201949
451	0.0002011675884
452	0.0002009430528
453	0.0002005535116
454	0.0001999977231
455	0.0001999583219
456	0.0001995921756
457	0.0001993715515
458	0.0001988229031
459	0.0001984432091
460	0.0001984026531
461	0.0001978559916
462	0.0001976543417
463	0.0001972820113
464	0.0001970779896
465	0.0001965469867
466	0.0001963381966
467	0.0001961336037
468	0.0001955966403
469	0.000195404018
470	0.000195206292
471	0.0001895616824
472	0.000189204514
473	0.0001888429994
474	0.0001886357864
475	0.0001884338508
476	0.0001878991475
477	0.0001876944676
478	0.0001874943823
479	0.0001869720221
480	0.0001867688571
481	0.0001864140481
482	0.0001863775154
483	0.0001858646423
484	0.0001856648053
485	0.0001853093753
486	0.0001851249735
487	0.0001846118768
488	0.0001845799387
489	0.000184058249
490	0.0001838711525
491	0.0001835298042
492	0.0001833574722
493	0.000183003818
494	0.0001828152438
495	0.0001773623998
496	0.0001770172889
497	0.0001766655222
498	0.0001764929543
499	0.0001763119549
500	0.0001759630442
501	0.0001757784312
502	0.0001752764856
503	0.0001751013845
504	0.0001747678469
505	0.0001745983958
506	0.0001744217301
507	0.0001742413019
508	0.0001737325763
509	0.0001733926559
510	0.0001732181013
511	0.0001730519036
512	0.0001728744805
513	0.0001726981749
514	0.000172357286
515	0.0001720342537
516	0.00017170012
517	0.0001715303709
518	0.0001712090398
519	0.0001710401848
520	0.0001708631963
521	0.000170695881
522	0.0001652538031
523	0.0001647709931
524	0.0001646182189
525	0.0001644528906
526	0.0001641355827
527	0.0001639713844
528	0.0001638079931
529	0.0001634794225
530	0.0001633186142
531	0.0001629921794
532	0.0001628263667
533	0.0001626770447
534	0.0001621876657
535	0.0001620280494
536	0.00016186477
537	0.0001617100214
538	0.0001615519325
539	0.0001610812421
540	0.0001609198252
541	0.0001607755323
542	0.0001604551574
543	0.0001603049785
544	0.000160145474
545	0.0001596663892
546	0.0001595239838
547	0.0001593698561
548	0.0001590563605
549	0.0001588995755
550	0.0001585817834
551	0.0001584350318
552	0.0001582949236
553	0.0001581446081
554	0.0001580066979
555	0.0001577089975
556	0.0001521167159
557	0.0001517981042
558	0.0001516451438
559	0.0001514928291
560	0.0001513374597
561	0.0001511955013
562	0.000150872767
563	0.0001505708446
564	0.0001504250119
565	0.000150283277
566	0.0001501233876
567	0.0001499822239
568	0.0001498426124
569	0.0001493558288
570	0.000149217397
571	0.0001490659763
572	0.0001489402105
573	0.0001488019029
574	0.0001484916111
575	0.0001481742909
576	0.0001480365917
577	0.0001478892316
578	0.0001477604732
579	0.0001474493245
580	0.0001473094523
581	0.0001471556475
582	0.0001468559603
583	0.0001465384538
584	0.0001464193314
585	0.0001464457065
586	0.0001461434488
587	0.0001458416382
588	0.0001457100858
589	0.0001457424089
590	0.0001452817644
591	0.0001451563835
592	0.0001450260729
593	0.0001448910435
594	0.0001447721571
595	0.0001392072563
596	0.0001389135669
597	0.0001387898376
598	0.0001384967069
599	0.0001383682713
600	0.0001384050523
601	0.0001381126791
602	0.0001379852245
603	0.0001378582542
604	0.0001375710467
605	0.0001372846713
606	0.0001371539508
607	0.000137198021
608	0.0001369127134
609	0.0001366342232
610	0.0001366752262
611	0.0001363975306
612	0.0001361145203
613	0.0001360015571
614	0.0001358779147
615	0.0001357607295
616	0.0001356489584
617	0.0001353674879
618	0.0001354085406
619	0.0001352908959
620	0.000134839428
621	0.0001347225159
622	0.0001344381024
623	0.0001343216375
624	0.0001343695944
625	0.0001340891421
626	0.0001339683185
627	0.0001338597511
628	0.0001335791747
629	0.0001334710171
630	0.0001331867029
631	0.0001330724359
632	0.0001329536488
633	0.0001328401019
634	0.0001327216377
635	0.0001324508588
636	0.0001325022429
637	0.000132389317
638	0.0001319479818
639	0.0001318424692
640	0.0001317260663
641	0.0001316204419
642	0.0001315047716
643	0.000131228591
644	0.0001311181982
645	0.0001310092956
646	0.0001256345709
647	0.0001253592595
648	0.0001252490406
649	0.0001249701778
650	0.0001250313098
651	0.0001249327014
652	0.0001246546085
653	0.0001245526845
654	0.0001244446014
655	0.000124336804
656	0.0001240648205
657	0.0001239584386
658	0.0001236858716
659	0.0001235787074
660	0.0001234713569
661	0.0001233663162
662	0.0001232643674
663	0.0001231543968
664	0.0001230525722
665	0.0001226175701
666	0.0001226771375
667	0.0001224128902
668	0.0001223081971
669	0.0001222034295
670	0.0001220997547
671	0.0001219956577
672	0.0001219019418
673	0.0001216350247
674	0.0001215331505
675	0.0001214344551
676	0.000121331277
677	0.0001210699727
678	0.0001209673285
679	0.0001206998527
680	0.0001207692176
681	0.0001205071062
682	0.0001205702126
683	0.0001203038295
684	0.000120204178
685	0.0001201122751
686	0.0001200135052
687	0.0001199179888
688	0.0001196527729
689	0.0001195589329
690	0.0001192998141
691	0.0001191999018
692	0.0001191016783
693	0.0001190064847
694	0.0001189145197
695	0.0001188266153
696	0.0001185625543
697	0.0001186350733
698	0.0001182070623
699	0.0001181092858
700	0.0001181808859
701	0.000117918464
702	0.0001178268343
703	0.0001177353784
704	0.0001176431278
705	0.0001175463448
706	0.0001174611598
707	0.0001172004888
708	0.0001171090951
709	0.000117013591
710	0.0001116470496
711	0.0001115563512
712	0.0001113074521
713	0.0001112129167
714	0.0001109524568
715	0.0001108632237
716	0.0001109446834
717	0.000110689352
718	0.0001107562085
719	0.0001105079427
720	0.0001104205474
721	0.0001103376597
722	0.0001102491965
723	0.0001101567596
724	0.0001099089285
725	0.000109817634
726	0.0001095654567
727	0.0001094785457
728	0.000109392181
729	0.0001093088587
730	0.0001092279827
731	0.0001091327767
732	0.0001090520869
733	0.0001089659582
734	0.0001087140913
735	0.0001087942595
736	0.0001087081805
737	0.0001082882037
738	0.000108367304
739	0.0001081175978
740	0.0001080345859
741	0.0001079549516
742	0.0001078758637
743	0.0001077914486
744	0.0001077083498
745	0.0001076300691
746	0.0001075516641
747	0.0001072986176
748	0.0001072163632
749	0.0001071371883
750	0.0001070595533
751	0.0001069720586
752	0.0001068889101
753	0.000106647412
754	0.0001065659026
755	0.0001063190525
756	0.0001062381392
757	0.0001063161468
758	0.0001060742388
759	0.0001061574121
760	0.0001060804476
761	0.0001058400671
762	0.0001057559252
763	0.0001056755334
764	0.0001055980474
765	0.000105523405
766	0.0001054433361
767	0.0001052023222
768	0.0001051170876
769	0.0001048748692
770	0.0001047944402
771	0.0001047194997
772	0.0001046353827
773	0.0001045600449
774	0.0001044813544
775	0.0001044073453
776	0.0001043233275
777	0.0001042497406
778	0.0001040131971
779	0.0001039299493
780	0.0001040119678
781	0.0001036086244
782	0.0001035356025
783	0.0001036234697
784	0.0001033802082
785	0.0001033082046
786	0.0001032369646
787	0.000103160205
788	0.0001030836689
789	0.0001030113672
790	0.0001029346883
791	0.0001028634732
792	0.000102788123
793	0.0001025529268
794	0.0001024816247
795	0.0001024067526
796	0.0001023309119
797	0.0001022606591
798	9.691891571e-05
799	9.684381386e-05
800	9.660492341e-05
801	9.652961046e-05
802	9.646048769e-05
803	9.622624144e-05
804	9.615113338e-05
805	9.624176969e-05
806	9.60029165e-05
807	9.593870491e-05
808	9.603499745e-05
809	9.59608828e-05
810	9.572866062e-05
811	9.565601746e-05
812	9.558795641e-05
813	9.551946074e-05
814	9.545144315e-05
815	9.538430721e-05
816	9.51474905e-05
817	9.508483112e-05
818	9.50127778e-05
819	9.494543076e-05
820	9.47137177e-05
821	9.464152778e-05
822	9.457110738e-05
823	9.450471029e-05
824	9.444343547e-05
825	9.437757234e-05
826	9.43110014e-05
827	9.423976143e-05
828	9.417337676e-05
829	9.410232926e-05
830	9.387704233e-05
831	9.380733594e-05
832	9.390603751e-05
833	9.384122988e-05
834	9.344672163e-05
835	9.338678792e-05
836	9.348712241e-05
837	9.342357516e-05
838	9.318968902e-05
839	9.312586238e-05
840	9.306096782e-05
841	9.299671898e-05
842	9.293220316e-05
843	9.28631487e-05
844	9.280250097e-05
845	9.272910034e-05
846	9.266642233e-05
847	9.260359531e-05
848	9.254511446e-05
849	9.231650581e-05
850	9.224844476e-05
851	9.218547493e-05
852	9.212326258e-05
853	9.189601367e-05
854	9.183405588e-05
855	9.177644427e-05
856	9.171421329e-05
857	9.165284534e-05
858	9.159584219e-05
859	9.153385957e-05
860	9.147236745e-05
861	9.124036878e-05
862	9.117887045e-05
863	9.128296748e-05
864	9.122647345e-05
865	9.100012481e-05
866	9.093963852e-05
867	9.104749809e-05
868	9.098726014e-05
869	9.075207636e-05
870	9.069524085e-05
871	9.062988684e-05
872	9.056856235e-05
873	9.051284442e-05
874	9.045288588e-05
875	9.038800995e-05
876	9.032789618e-05
877	9.010420491e-05
878	9.004943694e-05
879	8.998973916e-05
880	8.99306188e-05
881	8.970635633e-05
882	8.964685102e-05
883	8.959212651e-05
884	8.953342835e-05
885	8.947458118e-05
886	8.94157216e-05
887	8.936195324e-05
888	8.930344755e-05
889	8.924540132e-05
890	8.918688943e-05
891	8.912911018e-05
892	8.907574539e-05
893	8.901803444e-05
894	8.879996836e-05
895	8.874188488e-05
896	8.884819224e-05
897	8.879135673e-05
898	8.873884877e-05
899	8.835267276e-05
900	8.830050007e-05
901	8.840775738e-05
902	8.835552881e-05
903	8.813035364e-05
904	8.807790776e-05
905	8.802186698e-05
906	8.796947698e-05
907	8.790956189e-05
908	8.785785486e-05
909	8.780201276e-05
910	8.774975936e-05
911	8.769436429e-05
912	8.764271314e-05
913	8.758698901e-05
914	8.753641198e-05
915	8.748102933e-05
916	8.742985626e-05
917	8.721003309e-05
918	8.715958645e-05
919	8.710907772e-05
920	8.705422903e-05
921	8.699911336e-05
922	8.150958146e-05
923	8.14595446e-05
924	8.140536025e-05
925	8.135558416e-05
926	8.130573978e-05
927	8.125174791e-05
928	8.120169242e-05
929	8.114783714e-05
930	8.109845221e-05
931	8.104893689e-05
932	8.083086461e-05
933	8.078166594e-05
934	8.089311421e-05
935	8.084351818e-05
936	8.079541226e-05
937	8.057670047e-05
938	8.052898571e-05
939	8.064010491e-05
940	8.058692018e-05
941	8.053907504e-05
942	8.03256842e-05
943	8.02733625e-05
944	8.022543043e-05
945	8.017284175e-05
946	8.012479792e-05
947	8.00777475e-05
948	8.002949258e-05
949	7.997804011e-05
950	7.993044332e-05
951	7.988325631e-05
952	7.96625639e-05
953	7.9615172e-05
954	7.956776768e-05
955	7.951670637e-05
956	7.946979254e-05
957	7.942266762e-05
958	7.920629034e-05
959	7.916015883e-05
960	7.911302149e-05
961	7.906623185e-05
962	7.901576658e-05
963	7.896917562e-05
964	7.89179032e-05
965	7.886789739e-05
966	7.882196456e-05
967	7.877570887e-05
968	7.872997473e-05
969	7.867957776e-05
970	7.863405471e-05
971	7.858805979e-05
972	7.854252433e-05
973	7.849258681e-05
974	7.828281571e-05
975	7.823715607e-05
976	7.819167028e-05
977	7.830663895e-05
978	7.826149464e-05
979	7.821650555e-05
980	7.784243673e-05
981	7.779749731e-05
982	7.791301856e-05
983	7.786894838e-05
984	7.782461743e-05
985	7.761048153e-05
986	7.756147534e-05
987	7.751761625e-05
988	7.747301211e-05
989	7.742907231e-05
990	7.738500834e-05
991	7.734073947e-05
992	7.729293779e-05
993	7.724926497e-05
994	7.720539967e-05
995	7.716186345e-05
996	7.711791744e-05
997	7.707410182e-05
998	7.702622563e-05
999	7.698296259e-05
